title,name,address,contact,url
Doctors,,,,
Doctors,Dr. Deborah Sarnoff,"31 Northern Blvd. Greenvale, NY 11548 Tel: 516.484.9000",,https://www.cosmetiquemd.com/
Doctors,,,,
Doctors,Dr. John Walczyk,"1165 Northern Blvd, Suite 405 Manhasset, NY 11030 Tel: 516.365.8030",,https://www.nyp.org/physician/jswalczyk
Doctors,,,,
Doctors,Dr. Jeanne Franck,"NY Presbyterian/Columbia  University Medical Center 520 Franklin Ave, Suite 207 Garden City, NY 11530 Tel: 516.41.1055",,https://www.nyp.org/physician/jmfranck
Doctors,,,,
Doctors,Dr. Leonard Kristal,"1 Dakota Dr #302 New Hyde Park, NY 11042 Tel: 516.352.6151",,https://www.stonybrookmedicine.edu/profile?pid=1679&name=Leonard%20Kristal%20MD
Doctors,,,,
Doctors,Dr. Barbara Hisler,"1300 Union Tpke # 303 New Hyde Park, NY 11040 Tel: 516.326.0333",,https://www.northwell.edu/find-care/find-a-doctor/dermatology/dr-barbara-hisler-md-11314631
Doctors,,,,
Doctors,Dr. Ronald Falcon,"604 E Park Ave. Long Beach, NY 11561 Tel: 516.432.0011",,http://islandderm.com/falcon.php
Doctors,,,,
Doctors,Dr. Mark Silverman,"258 Merrick Rd. Oceanside, NY 11572 Tel: 516.766.0345",,http://www.snderm.com/
Doctors,,,,
Doctors,Dr. Laurie Levine,"200 Old Country Rd, Suite 140 Mineola, NY 11501 Tel: 516.742.6136",,https://doctors.winthrop.org/details/22704/laurie-levine-dermatology-procedural_dermatology-mineola?Specialties=1901&tab=4
Doctors,,,,
Doctors,,,,
Doctors,Dr. Joel Spitz,"2 Hillside Ave Williiston Park, NY 11596 Tel: 516.747.2230",,https://www.healthgrades.com/physician/dr-joel-spitz-35d9f
Doctors,,,,
Doctors,Dr. Barbara Hisler,"1300 Union Tpke New Hyde Park, NY 11040 Tel: 516.326.0333",,https://www.healthgrades.com/physician/dr-barbara-hisler-xdjxm
Doctors,,,,
Doctors,,,,
Doctors,Long Island Pediatrics,"664 Merrick Rd Baldwin, N Y Tel: 516.771.8123",,http://drrichonline.com/
Doctors,,,,
Doctors,"Manhasset Pediatrics, Pllc","450 Plandome Rd Manhasset, NY 11030 Tel: 516.627.6555",,"http://Manhasset Pediatrics, Pllc"
Doctors,,,,
Doctors,,,,
Doctors,Village Pediatrics,"1000 Franklin Ave, Suite 100 Garden City, NY 11530 Tel: 516.248.8334",,http://www.villagepediatrics.org
Doctors,,,,
Doctors,,,,
Doctors,Marjan Tabibzadeh MD Pediatrics,"1615 Northern Blvd, Suite 200 Manhasset, NY 11030 Tel: 516.829.5117",,http://www.drtabibzadeh.com/
Doctors,,,,
Doctors,Garden City Pediatrics,"1101 Stewart Ave, Suite 306 Garden City, NY 11530 Tel: 516.222.0893",,http://Garden City Pediatrics
Doctors,,,,
Doctors,,,,
Doctors,Dr. Joseph Accetta,"100 Court House Rd Franklin Square, NY 11010 Tel: 516.519.7236",,https://drjoeaccetta.vpweb.com/default.html
Doctors,,,,
Doctors,,,,
Doctors,Rockville Centre Pediatrics,"100 N Centre Ave Rockville Centre, NY 11570 Tel: 516.536.3232",,http://rvcpediatrics.com
Doctors,,,,
Doctors,Pediatric Professionals of Long Island,"165 N Village Ave Rockville Centre, NY 11570 Tel: 516.536.7200",,http://pediatricprofessionalsli.com
Doctors,,,,
Doctors,,,,
Doctors,Adolescent Young Adult Medicine of Great Neck,"29 Barstow Rd Great Neck, NY 11021 Tel: 516.888.8671",,http://tragermd.com
Doctors,,,,
Doctors,,,,
Doctors,ProHEALTH Care – OB & GYN,"ProHEALTH Care – OB & GYN 1 ProHEALTH Plaza Lake Success, NY 11042 Tel: 516.608.6800",,
Doctors,,,,
Doctors,Garden OB/GYN at Garden City,"200 Garden City Plaza, Suite 100A Garden City, NY 11530 Tel: 516.663.6400",,https://www.gardenobgyn.com
Doctors,,,,
Doctors,Garden OB/GYN at Lake Success,"1 Hollow Ln, Suite 315 New Hyde Park, NY Tel: 516.439.5300",,https://www.gardenobgyn.com
Doctors,,,,
Doctors,Women’s Health Care of Garden City,"1000 Franklin Ave, Suite 200 Garden City, NY 11530 Tel: 516.222.8883",,http://www.monalisatouchlongisland.com/
Doctors,,,,
Doctors,,,,
Doctors,Women’s Health Pavilion,"372 Post Ave Westbury, NY Tel. 516.333.1444",,http://www.Ilovemygyn.com
Doctors,,,,
Doctors,,,,
Doctors,Long Island Women’s Health Care Group,"1575 Hillside Ave New Hyde Park, NY 11040 Tel: 516.328.0022",,https://www.liwhealthcare.com
Doctors,,,,
Doctors,,,,
Doctors,Complete Women’s Health Care,"Complete Women’s Health Care 877 Stewart Ave, Suite 9 Garden City, NY 11530 Tel: 516.683.6800",,
Doctors,,,,
Doctors,Island Medical Group,"Island Medical Group 2000 N Village Ave, Suite 109 Rockville Centre, NY 11570 Tel: 516.678.4000",,
Doctors,,,,
Doctors,Northern Obstetrics & Gyn,"3111 New Hyde Park Rd North Hills, NY 11040 Tel: 516.365.6100",,https://www.northernobgynpc.com/
Doctors,,,,
Doctors,Dr. Trongone & Dr. Petrocelli,"Dr. Trongone & Dr. Petrocelli 1615 Northern Blvd, Suite 106 Manhasset, NY 11030 Tel: 516.365.2500",,
Doctors,,,,
Doctors,"Anita Sadaty, M.D.","900 Northern Blvd. Great Neck, NY",Tel: 516-466-0778,http://greatneckobgyn.com
Doctors,,,,
Doctors,"Long Island Women’s Healthcare Group, PC",Multiple Locations,Tel: 516-741-4321,http://liwhealthcare.com
Doctors,,,,
Doctors,Halper Family Medicine,"55 Maple Ave Rockville, Centre, NY 11570 Tel: 516.536.2221",,http://www.halperfamilymedicine.com/
Doctors,,,,
Doctors,,,,
Doctors,NuHealth,"2201 Hempstead Tpke East Meadow, NY 11554 Tel: 516.572.0123",,http://www.numc.edu/
Doctors,,,,
Doctors,Life Family Doctor,"Life Family Doctor 608 Jericho Tpke New Hyde Park, NY 11040 Tel: 516.499.6963",,
Doctors,,,,
Doctors,Carle Place Family Medicine,"536 Mineola Ave Carle Place, NY 11514 Tel: 516.333.5054",,https://nyuwinthropmedicalaffiliates.org/fms/carle-place-family-medicine/
Doctors,,,,
Doctors,Dr. Suzanne Walker,"Dr. Suzanne Walker 1103 Steward Ave #210 Garden City, NY 11530 Tel: 516.794.2200",,
Doctors,,,,
Doctors,"Neha-do Khanna, MD","1 Dakota Dr, Suite 310 Lake Success, NY 11042 Tel 516.390.2400",,https://lookup.prohealthcare.com/doctors-search-results/?lat=40.727145&lng=-73.638954&action=search-doctors&side=2&doctors-specialty=family+medicine&doctors-gender=&doctors-office-zip=11530&radius=
Doctors,,,,
Doctors,Dr. Joel Laxer,"Dr. Joel Laxer 70 Glen Cove Rd Roslyn Heights, NY 11577 Tel: 516.621.1502",,
Doctors,,,,
Doctors,Dr. Jeffrey Stahl,"Dr. Jeffrey Stahl 1165 Northern Blvd Manhasset, NY 11030 Tel: 516.869.5277",,
Doctors,,,,
Doctors,PM Pediatrics Manhasset,"1453 Northern Blvd Manhasset, NY Tel: 516.520.5437",,https://www.pmpediatrics.com/
Doctors,,,,
Doctors,,,,
Doctors,PM Pediatrics Rockville Centre,"350 Sunrise Highway Rockville, Centre, NY Tel: 516.763.4764",,https://www.pmpediatrics.com/
Doctors,,,,
Doctors,CityMD – Mineola,"292 Herricks Rd Mineola, NY 11501 Tel: 516.746.2273",,https://www.citymd.com/urgent-care-locations/ny/long-island/mineola/210
Doctors,,,,
Doctors,,,,
Doctors,CityMD – Carle Place,"235 Glen Cove Rd Carle Place, NY 11514 Tel: 516.877.2273",,https://www.citymd.com/urgent-care-locations/ny/long-island/carle-place/202
Doctors,,,,
Doctors,CityMD – Rockville Centre,"560 Merrick Rd Rockville Centre, NY 11570 Tel: 516.858.2373",,https://www.citymd.com/urgent-care-locations/ny/long-island/rockville-centre/217
Doctors,,,,
Doctors,,,,
Doctors,CityMD Lynbrook,"585 Merrick Rd Lynbrook, NY 11563 Tel: 516.764.2273",,https://www.citymd.com/urgent-care-locations/ny/long-island/lynbrook/208
Doctors,,,,
Doctors,CityMD Long Beach,"904 W Beech St Long Beach, NY 11561 Tel: 516.272.4353",,https://www.citymd.com/urgent-care-locations/ny/long-island/long-beach/010
Doctors,,,,
Doctors,Silver Star Urgent Care,"210 Old Country Rd Mineola, NY 11501 Tel: 516.279.4400",,https://www.citymd.com/urgent-care-locations/ny/long-island/long-beach/010
Doctors,,,,
Doctors,,,,
Doctors,ProHealth Urgent Care Freeport,"129 W Sunrise Highway Freeport, NY 11520 Tel: 516.442.7090",,https://lookup.prohealthcare.com/urgent-care/
Doctors,,,,
Doctors,ProHealth Urgent Care Long Beach,"257 W Park Ave Long Beach, NY 11561 Tel: 516.493.9975",,https://lookup.prohealthcare.com/urgent-care/
Doctors,,,,
Doctors,,,,
Doctors,ProHealth Urgent Care Roslyn Heights,"250 S Service Rd Roslyn Heights, NY 11577 Tel: 516.399.2311",,https://lookup.prohealthcare.com/urgent-care/
Doctors,,,,
