Title,Name,Address,Url
Child Care,Au pair in America,Contact: (800) 928-7247,https://aupairinamerica.com
Child Care,,,
Child Care,,,
Child Care,,,
Child Care,,,
Child Care,Cultural Care,Contact: (800) 333-6056,https://culturalcare.com
Child Care,Bright Horizons at TimberRidge,Location: 15 Old Post Rd ArmonkContact: (914) 273-4411,https://child-care-preschool.brighthorizons.com/NY/Armonk/timberridge/our-center#form-bottom
Child Care,Tutor Time Armonk,Location: 73 Old Rt 22 ArmonkContact: (914) 273-3360,https://www.tutortime.com/your-local-school/armonk-ny-6052/
Child Care,Country Kids Schoolhouse,Location: 28 Virginia Ave BedfordContact: (914)-234-0590,http://www.countrykidsschoolhouse.com/
Child Care,Bedford Discovery Early Childhood Center,Location: 190 Harris Ave Bedford HillsContact: (914) 666-5437,http://www.bdecc.com/our_school.htm
Child Care,Childrens Corner Learning Center,Location: 325 S. Highland Ave Briarcliff ManorContact: (914) 923-2223,https://www.childrenscornergroup.com/contact-briarcliff-manor
Child Care,Young Wonders,Location: 446 N State Rd Briarcliff ManorContact: (914) 944-9434,http://www.youngwonders.com/
Child Care,Temple Beth El-Beginning Years,Location: 220 S. Bedford Rd ChappaquaContact: (914) 238-5735,https://bethelnw.org/
Child Care,Oak Lane Child Care Center,Location: 49 Memorial Dr ChappaquaContact: (914) 238-3756,http://www.oaklaneccc.org/default.aspx
Child Care,Little Years Day Care & Learning,Location: 1 Skyline Drive HawthorneContact: (914) 347-7682,http://www.littleyearsdaycare.com/
Child Care,Country Childrens Center,Location: 412 and 466 Cross River Rd KatonahContact: (914) 242-0520,http://www.countrychildrenscenter.org/
Child Care,A Kids World Preschool,Location: 236 S. Bedford Rd Mt. KiscoContact: (914) 244-8504,http://akidsworldpreschool.com/
Child Care,Kaleidoscope Childcare Center,Location: 100 S Bedford Rd Mt. KiscoContact: (914) 244-1100,http://www.kaleidoscopemtkisco.com/
Child Care,Mount Kisco Child Care Center,Location: 95 Radio Circle Mt. KiscoContact: (914) 241-2135,https://mkccc.org/
Child Care,All Aboard on the Hudson,Location: 255 N Highland Ave OssiningContact: (914) 923-1700,http://www.allaboardchildcare.com/
Child Care,Ossining Children’s Center,Location: 90 Highland Ave OssiningContact: (914) 941-0230,http://www.ossiningchildrenscenter.org/
Child Care,Tutor Time Pleasantville,Location: 460 Bedford Road PleasantvilleContact: (914) 741-2900,https://www.tutortime.com/your-local-school/pleasantville-ny-6032/
Child Care,Armonk Prep,Location: 475 Main St #4 ArmonkContact: (914) 495-8648,https://www.armonkprep.com/
Child Care,College Advice,Location: One Spruce Hollow ArmonkContact: (914) 273-3756,http://www.collegeadvice1.com/
Child Care,College Planning of Westchester,Location: 200 Business Park Drive ArmonkContact: (914) 273-2353,https://www.collegeplanningofwestchester.com/
Child Care,Logic Prep,Location: 430 Bedford Rd Suite 201 ArmonkContact: (914) 273-3280,https://www.logicprep.com/
Child Care,Wilson Prep (In house and online available SAT prep),Location: 26 S. Greeley Ave Ste 1 ChappaquaContact: (914) 861-2085,http://wilsondailyprep.com/
Child Care,Mathnasium,Location: 350 Lexington Ave Mt. KiscoContact: (914) 725-6248,http://mathnasium.com/
Child Care,,,
Child Care,Chappa Cuts Kids Hair Salon,Location: 1 Memorial Drive ChappaquaContact: (914) 861-2632,http://chappacuts.com/
Child Care,Kidstyles Salon,Location: 701 Bedford Rd Bedford HillsContact: (914) 666-7707,http://www.kidstylessalon.com/
Child Care,Lice Out 911,Location: 573 Bedford Rd Bedford HillsContact: (914) 689-3655,http://liceout911.com/
