Title,name,url,address
support for bereaved parents,Bellevue – After the Loss Support Group,tel:+518.346.9501,"We understand that when a family experiences the loss of a pregnancy or infant, the grief can be overwhelming. At Bellevue, we want you to know that you are not alone. We offer special support and guidance for grieving families, beginning right in the hospital and continuing for as long as you need us once you are back at home. Our nurses are trained in bereavement support and will care for you with sensitivity and compassion. In addition, our pastoral care staff is available to support your spiritual needs during and after your stay. Call 518.346.9501 for more information or if you have any questions."
support for bereaved parents,EASE (Empty Arms Support Effort),https://www.facebook.com/groups/UpstateEASE/,We are not a professional organization with licensed providers but rather a group of parents with shared experiences. We come from various backgrounds but have one thing in common – our losses.
support for bereaved parents,"St. Peter’s -Perinatal Bereavement Support Group – CARES: Compassion, Aftercare, Resources, Education, and Support",tel:518-525-1388,"Parents experiencing a perinatal loss (miscarriages, ectopic pregnancies, stillbirth, early infant death). Call 518-525-1388"
support for bereaved parents,Compassionate Friends,https://www.compassionatefriends.org/,"The Compassionate Friends offers over 500 chapters around the country. In small towns and large cities, bereaved parents, siblings, and grandparents meet together to talk, listen, share, and provide each other emotional support after the devastating death of a child, grandchild, or sibling."
support for bereaved parents,"Angel Gowns-Capital Region, NY",https://www.facebook.com/profile.php?id=100064734786809,"An all-volunteer (ALL UNPAID) group helping parents who have suffered the loss of a baby by providing burial gowns, FREE of charge. We serve over 107 facilities from ME to FL and also special requests."
support for bereaved parents,Angel Names Association,https://www.facebook.com/angelnamesassociation,A nonprofit charitable organization dedicated to assisting families of stillborn children. 100% of all donations are used to support our programs.
support for bereaved parents,Charlie Polizzi’s Warrior of the Angels,https://www.facebook.com/CharlieWarriorAngel,"This foundation’s mission is to create awareness for Congenital Diaphragmatic Hernia(CDH) by establishing and managing programs, individually or in concert with others that further research allowing for improved CDH survival rates and quality of life."
support for bereaved parents,"Jack’s Herd, Inc.",https://www.facebook.com/JacksHerdInc,"Jack’s Herd, Inc. is a 501(3)(c), nonprofit organization providing emotional support & a sense of community to families that have lost a newborn or infant."
support for bereaved parents,Ohana Foundation,https://www.facebook.com/TheOhanaFoundation,"is a 501(c)3, not for profit organization, that supports families who have lost a baby in Upstate New York.Follow  on Facebook."
support for bereaved parents,Project: Cameron’s Story,https://www.facebook.com/ProjectCameronsStory,"The mission of Project: Cameron’s Story is to support the bonding of parents with their premature babies in the Neonatal Intensive Care Unit (NICU), through the use of children’s literature and storytelling. We strive to empower parents to form unique and profound connections with their babies within an environment that is often uncertain and intimidating. Our mission is to place a brand new, quality, children’s book in the hands of every parent of a premature baby upon admission to the NICU."
support for bereaved parents,Sasha’s Run,https://www.facebook.com/sashasrun,"Sasha’s Run 5K run/walk & kids race was organized by the parents of Sasha Hudson White, a beautiful boy, who lived for only 24 days before suddenly passing away on Christmas Eve in 2016. Sasha’s family is Ukrainian, so when the illegal invasion of Ukraine began in February of 2022, our fundraising became all about helping Ukrainian children affected by the war."
support for bereaved parents,The TEARS Foundation,https://www.facebook.com/NewYorkTEARS/,Follow the New York Chapter of The Tears Foundation on Facebook.
support for bereaved parents,PALS (Pregnancy After Loss Support),/cdn-cgi/l/email-protection#95c5d4d9c6d8f0f0e1c0e5d4f9f7f4fbecd5f2f8f4fcf9bbf6faf8,Email [email protected]
support for bereaved parents,AWHONN-Perinatal Bereavement,https://www.awhonn.org/perinatal-bereavement-resources/,none
support for bereaved parents,Babies Remembered,https://www.wintergreenpress.org/,none
support for bereaved parents,Babyloss,http://babyloss.com/,none
support for bereaved parents,Bridget’s Cradles,https://www.bridgetscradles.com/,none
support for bereaved parents,Carter’s Cause,https://www.carterscause.org/,none
support for bereaved parents,Fetal Therapy Nurses Network,https://www.fetaltherapynursenetwork.org/,none
support for bereaved parents,First Candle,https://firstcandle.org/,none
support for bereaved parents,Forever Footprints,https://foreverfootprints.org/,none
support for bereaved parents,Grieving Dads,https://www.grievingdads.com/,none
support for bereaved parents,I Am A Mother To An Angel,https://www.facebook.com/iamamothertoanangel/,none
support for bereaved parents,Jenny Albers,https://www.facebook.com/jennyalbersauthor,none
support for bereaved parents,March of Dimes,https://www.marchofdimes.org/find-support/topics/miscarriage-loss-and-grief,none
support for bereaved parents,Miscarriage Matters Inc. ,https://www.facebook.com/MiscarriageMatters,Miscarriage Matters Inc.
support for bereaved parents,Molly Bears,https://mollybears.org/,none
support for bereaved parents,Mommies Enduring Neonatal Death (MEND),https://www.mend.org/,none
support for bereaved parents,NICU Helping Hands,https://nicuhelpinghands.org/,none
support for bereaved parents,No Foot Too Small (NFTS),https://www.nofoottoosmall.org/,none
support for bereaved parents,Now I Lay Me Down To Sleep,https://www.nowilaymedowntosleep.org/,none
support for bereaved parents,Postpartum Support International,https://www.postpartum.net/,none
support for bereaved parents,Pregnancy Loss and Infant Death Alliance,https://www.plida.org/,none
support for bereaved parents,Rachel’s Gift,https://www.rachelsgift.org/,none
support for bereaved parents,Red Bird Ministries ,https://www.redbird.love/red-bird-families,Red Bird Ministries
support for bereaved parents,Remembering Our Babies,https://www.october15th.com/,none
support for bereaved parents,Return To Zero: HOPE ,https://rtzhope.org/,Return To Zero: HOPE
support for bereaved parents,Ronald McDonald Family Retreat at Krantz Cottage (Lake George),https://rmhcofalbany.org/what-we-do/ronald-mcdonald-family-retreat-at-krantz-cottage/,none
support for bereaved parents,Star Legacy Foundation,https://starlegacyfoundation.org/,none
support for bereaved parents,Still Mothers,https://www.stillmothers.com/,none
support for bereaved parents,Still Standing Magazine,https://stillstandingmag.com/,none
support for bereaved parents,Sufficient Grace Ministries,https://sufficientgraceministries.org/,none
support for bereaved parents,here,https://capitaldistrictmoms.com/bereaved-mothers-day/,In 2016 when I was 36 weeks pregnant my daughter was born sleeping. Clickto learn more about my story. Please feel free to reach out to me directly at[email protected]or private message me onFacebook/Instagramif you need anything or have a resource to add to this page. ~ Michelle (The mom behind Capital District Moms)
